0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,70,71,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,89,86,87,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,18,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,58,59,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,154,155,0,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,154,155,0,0,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,154,155,0,0,0,18,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,154,155,0,0,0,0,20,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,74,154,155,0,0,0,0,0,20,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,90,91,0,0,0,0,0,0,20,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,6,7,0,0,0,0,0,0,18,19,0,0,0,0
0,0,0,0,72,73,68,2,132,0,0,0,0,0,0,0,56,57,22,23,0,0,0,0,0,0,84,21,0,0,0,0
0,0,0,0,88,89,69,3,133,0,0,0,100,2,4,4,4,2,38,39,0,0,0,0,0,0,84,21,0,0,0,0
0,0,0,0,84,21,0,0,0,0,0,0,101,3,5,5,5,3,54,55,0,0,0,0,0,0,84,21,0,0,0,0
0,0,0,0,20,85,0,0,0,0,0,0,100,2,4,4,4,76,77,0,0,0,0,0,0,0,18,19,0,0,0,0
0,0,0,0,104,105,68,2,132,0,0,0,101,3,5,5,5,92,93,141,0,0,0,0,0,0,20,85,0,0,0,0
0,0,0,0,120,121,69,3,133,0,0,0,0,0,0,0,0,0,156,93,141,0,0,0,0,0,20,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,93,141,0,0,0,0,20,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,93,141,0,0,0,18,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,93,45,0,0,20,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,0,0,52,53,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,52,53,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,105,36,36,102,103,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,121,37,37,118,119,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
